location,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"3883 Veterans Memorial Parkway MO 63376",38.79172,-90.563345,1,rooftop,3883,"Veterans Memorial Pkwy",,,"Saint Peters",MO,"St. Charles County",63376,US,"St Charles"
"7890 Mexico Rd MO 63376",38.787619,-90.66165,1,rooftop,7890,"Mexico Rd",,,"Saint Peters",MO,"St. Charles County",63376,US,"St Charles"
"1200 Mid Rivers Mall MO 63376",38.798155,-90.618679,1,range_interpolation,1200,"Mid Rivers Mall",,,"Saint Peters",MO,"St. Charles County",63376,US,"TIGER/Line® dataset from the US Census Bureau"
"3883 Veterans Memorial Pkwy MO 63376",38.79172,-90.563345,1,rooftop,3883,"Veterans Memorial Pkwy",,,"Saint Peters",MO,"St. Charles County",63376,US,"St Charles"
"299 Mid Rivers Mall Dr MO 63376",38.794365,-90.623212,1,rooftop,299,"Mid Rivers Mall Dr",,,"Saint Peters",MO,"St. Charles County",63376,US,"St Charles"
"7890 Mexico Rd MO 63376",38.787619,-90.66165,1,rooftop,7890,"Mexico Rd",,,"Saint Peters",MO,"St. Charles County",63376,US,"St Charles"
"199 Spencer Rd MO 63376",38.790963,-90.60576,1,rooftop,199,"Spencer Rd",,,"Saint Peters",MO,"St. Charles County",63376,US,"St Charles"
"7890 Mexico Rd MO 63376",38.787619,-90.66165,1,rooftop,7890,"Mexico Rd",,,"Saint Peters",MO,"St. Charles County",63376,US,"St Charles"
"998 Knaust Rd MO 63376",38.760143,-90.653145,1,rooftop,998,"Knaust Rd",,,"Saint Peters",MO,"St. Charles County",63376,US,"St Charles"
"905 Jungermann Rd MO 63376",38.773054,-90.581873,1,rooftop,905,"Jungermann Rd",,,"Saint Peters",MO,"St. Charles County",63376,US,"St Charles"
"7890 Mexico Rd MO 63376",38.787619,-90.66165,1,rooftop,7890,"Mexico Rd",,,"Saint Peters",MO,"St. Charles County",63376,US,"St Charles"
"3883 Veterans Memorial Parkway MO 63376",38.79172,-90.563345,1,rooftop,3883,"Veterans Memorial Pkwy",,,"Saint Peters",MO,"St. Charles County",63376,US,"St Charles"
"7890 Mexico Rd MO 63376",38.787619,-90.66165,1,rooftop,7890,"Mexico Rd",,,"Saint Peters",MO,"St. Charles County",63376,US,"St Charles"
"1200 Mid Rivers Mall MO 63376",38.798155,-90.618679,1,range_interpolation,1200,"Mid Rivers Mall",,,"Saint Peters",MO,"St. Charles County",63376,US,"TIGER/Line® dataset from the US Census Bureau"
"3883 Veterans Memorial Pkwy MO 63376",38.79172,-90.563345,1,rooftop,3883,"Veterans Memorial Pkwy",,,"Saint Peters",MO,"St. Charles County",63376,US,"St Charles"
"299 Mid Rivers Mall Dr MO 63376",38.794365,-90.623212,1,rooftop,299,"Mid Rivers Mall Dr",,,"Saint Peters",MO,"St. Charles County",63376,US,"St Charles"
"7890 Mexico Rd MO 63376",38.787619,-90.66165,1,rooftop,7890,"Mexico Rd",,,"Saint Peters",MO,"St. Charles County",63376,US,"St Charles"
"199 Spencer Rd MO 63376",38.790963,-90.60576,1,rooftop,199,"Spencer Rd",,,"Saint Peters",MO,"St. Charles County",63376,US,"St Charles"
"7890 Mexico Rd MO 63376",38.787619,-90.66165,1,rooftop,7890,"Mexico Rd",,,"Saint Peters",MO,"St. Charles County",63376,US,"St Charles"
"998 Knaust Rd MO 63376",38.760143,-90.653145,1,rooftop,998,"Knaust Rd",,,"Saint Peters",MO,"St. Charles County",63376,US,"St Charles"
"50 S Highway Dr MO 63088",38.537947,-90.493855,1,range_interpolation,50,"S Highway Dr",,,"Valley Park",MO,"St. Louis County",63088,US,"TIGER/Line® dataset from the US Census Bureau"
"13600 Big Bend Rd MO 63088",38.566872,-90.476924,1,rooftop,13600,"Big Bend Rd",,,"Valley Park",MO,"St. Louis County",63088,US,"St Louis"
"2109 Smizer Station Rd MO 63088",38.537478,-90.4943,1,rooftop,2109,"Smizer Station Rd",,,"Valley Park",MO,"St. Louis County",63088,US,"St Louis"
"50 S Highway Dr MO 63088",38.537947,-90.493855,1,range_interpolation,50,"S Highway Dr",,,"Valley Park",MO,"St. Louis County",63088,US,"TIGER/Line® dataset from the US Census Bureau"
"13600 Big Bend Rd MO 63088",38.566872,-90.476924,1,rooftop,13600,"Big Bend Rd",,,"Valley Park",MO,"St. Louis County",63088,US,"St Louis"
"2109 Smizer Station Rd MO 63088",38.537478,-90.4943,1,rooftop,2109,"Smizer Station Rd",,,"Valley Park",MO,"St. Louis County",63088,US,"St Louis"
"311 E Young Ave MO 64093",38.771232,-93.735356,1,range_interpolation,311,"E Young St",,,Warrensburg,MO,"Johnson County",64093,US,"TIGER/Line® dataset from the US Census Bureau"
"301 E Cooper St MO 64093",38.779285,-93.737229,1,range_interpolation,301,"E Cooper St",,,Warrensburg,MO,"Johnson County",64093,US,"TIGER/Line® dataset from the US Census Bureau"
"311 E Young Ave MO 64093",38.771232,-93.735356,1,range_interpolation,311,"E Young St",,,Warrensburg,MO,"Johnson County",64093,US,"TIGER/Line® dataset from the US Census Bureau"
"301 E Cooper St MO 64093",38.779285,-93.737229,1,range_interpolation,301,"E Cooper St",,,Warrensburg,MO,"Johnson County",64093,US,"TIGER/Line® dataset from the US Census Bureau"
"1320 Porter Wagoner Blvd MO 65775",36.74057,-91.870706,1,range_interpolation,1320,"Porter Wagoner Blvd",,,"West Plains",MO,"Howell County",65775,US,"TIGER/Line® dataset from the US Census Bureau"
"1315 Preacher Roe Blvd MO 65775",36.714687,-91.874536,1,range_interpolation,1315,"Preacher Roe Blvd",,,"West Plains",MO,"Howell County",65775,US,"TIGER/Line® dataset from the US Census Bureau"
"1320 Porter Wagoner Blvd MO 65775",36.74057,-91.870706,1,range_interpolation,1320,"Porter Wagoner Blvd",,,"West Plains",MO,"Howell County",65775,US,"TIGER/Line® dataset from the US Census Bureau"
"1315 Preacher Roe Blvd MO 65775",36.714687,-91.874536,1,range_interpolation,1315,"Preacher Roe Blvd",,,"West Plains",MO,"Howell County",65775,US,"TIGER/Line® dataset from the US Census Bureau"
"602 S Harris St MO 65793",36.985829,-91.976098,1,range_interpolation,602,"S Harris St",,,"Willow Springs",MO,"Howell County",65793,US,"TIGER/Line® dataset from the US Census Bureau"
"607 N Harris St MO 65793",36.995005,-91.966163,1,range_interpolation,607,"N Harris St",,,"Willow Springs",MO,"Howell County",65793,US,"TIGER/Line® dataset from the US Census Bureau"
"602 S Harris St MO 65793",36.985829,-91.976098,1,range_interpolation,602,"S Harris St",,,"Willow Springs",MO,"Howell County",65793,US,"TIGER/Line® dataset from the US Census Bureau"
"607 N Harris St MO 65793",36.995005,-91.966163,1,range_interpolation,607,"N Harris St",,,"Willow Springs",MO,"Howell County",65793,US,"TIGER/Line® dataset from the US Census Bureau"
"501 W Lake St IL 60101",41.936951,-88.00099,1,rooftop,501,"W Lake St",,,Addison,IL,"DuPage County",60101,US,Dupage
"410 W North Ave IL 60101",41.906023,-87.998318,1,rooftop,410,"W North Ave",,,Addison,IL,"DuPage County",60101,US,Dupage
"501 W Lake St IL 60101",41.936951,-88.00099,1,rooftop,501,"W Lake St",,,Addison,IL,"DuPage County",60101,US,Dupage
"410 W North Ave IL 60101",41.906023,-87.998318,1,rooftop,410,"W North Ave",,,Addison,IL,"DuPage County",60101,US,Dupage
"125 S Randall Rd IL 60102",42.174492,-88.334713,1,rooftop,125,"S Randall Rd",,,Algonquin,IL,"McHenry County",60102,US,Mchenry
"500 E Algonquin Rd IL 60102",42.164038,-88.283246,1,rooftop,500,"E Algonquin Rd",,,Algonquin,IL,"McHenry County",60102,US,Mchenry
"125 S Randall Rd IL 60102",42.174492,-88.334713,1,rooftop,125,"S Randall Rd",,,Algonquin,IL,"McHenry County",60102,US,Mchenry
"500 E Algonquin Rd IL 60102",42.164038,-88.283246,1,rooftop,500,"E Algonquin Rd",,,Algonquin,IL,"McHenry County",60102,US,Mchenry
"2400 Homer M Adams Pkwy IL 62002",38.915874,-90.151952,1,range_interpolation,2400,"Homer M Adams Pkwy",,,Alton,IL,"Madison County",62002,US,"TIGER/Line® dataset from the US Census Bureau"
"717 E Broadway IL 62002",38.889446,-90.174685,1,range_interpolation,717,"E Broadway",,,Alton,IL,"Madison County",62002,US,"TIGER/Line® dataset from the US Census Bureau"
"2400 Homer M Adams Pkwy IL 62002",38.915874,-90.151952,1,range_interpolation,2400,"Homer M Adams Pkwy",,,Alton,IL,"Madison County",62002,US,"TIGER/Line® dataset from the US Census Bureau"
"717 E Broadway IL 62002",38.889446,-90.174685,1,range_interpolation,717,"E Broadway",,,Alton,IL,"Madison County",62002,US,"TIGER/Line® dataset from the US Census Bureau"
"1150 Main St IL 60002",42.471258,-88.094084,1,rooftop,1150,"Main St",,,Antioch,IL,"Lake County",60002,US,Lake
"1280 Main St IL 60002",42.468342,-88.092551,1,range_interpolation,1280,"Main St",,,Antioch,IL,"Lake County",60002,US,"TIGER/Line® dataset from the US Census Bureau"
"1150 Main St IL 60002",42.471258,-88.094084,1,rooftop,1150,"Main St",,,Antioch,IL,"Lake County",60002,US,Lake
"1280 Main St IL 60002",42.468342,-88.092551,1,range_interpolation,1280,"Main St",,,Antioch,IL,"Lake County",60002,US,"TIGER/Line® dataset from the US Census Bureau"
"15 E Dundee Rd IL 60004",42.138628,-87.981314,1,rooftop,15,"E Dundee Rd",,,"Arlington Heights",IL,"Cook County",60004,US,Cook
"1920 N Arlington Heights Rd IL 60004",42.111585,-87.981189,1,rooftop,1920,"N Arlington Heights Rd",,,"Arlington Heights",IL,"Cook County",60004,US,Cook
"[600-698] E Dundee Rd IL 60004",42.138596,-87.973192,0.75,nearest_rooftop_match,625,"E Dundee Rd",,,"Arlington Heights",IL,"Cook County",60004,US,Cook
"45 W Northwest Hwy IL 60004",42.084246,-87.983477,0.85,rooftop,45,"W Northwest Hwy",,,"Arlington Heights",IL,"Cook County",60005,US,Cook
"45 E Golf Rd IL 60005",42.050975,-87.978201,1,rooftop,45,"E Golf Rd",,,"Arlington Heights",IL,"Cook County",60005,US,Cook
"15 E Dundee Rd IL 60004",42.138628,-87.981314,1,rooftop,15,"E Dundee Rd",,,"Arlington Heights",IL,"Cook County",60004,US,Cook
"1920 N Arlington Heights Rd IL 60004",42.111585,-87.981189,1,rooftop,1920,"N Arlington Heights Rd",,,"Arlington Heights",IL,"Cook County",60004,US,Cook
"[600-698] E Dundee Rd IL 60004",42.138596,-87.973192,0.75,nearest_rooftop_match,625,"E Dundee Rd",,,"Arlington Heights",IL,"Cook County",60004,US,Cook
"45 W Northwest Hwy IL 60004",42.084246,-87.983477,0.85,rooftop,45,"W Northwest Hwy",,,"Arlington Heights",IL,"Cook County",60005,US,Cook
"45 E Golf Rd IL 60005",42.050975,-87.978201,1,rooftop,45,"E Golf Rd",,,"Arlington Heights",IL,"Cook County",60005,US,Cook
"425 N Eola Rd IL 60502",41.760966,-88.242355,1,rooftop,425,"N Eola Rd",,,Aurora,IL,"DuPage County",60502,US,"City of Aurora"
"2600 Beverly Dr IL 60502",41.807534,-88.274783,0.84,nearest_rooftop_match,2570,"Beverly Dr",,,Aurora,IL,"Kane County",60502,US,"City of Aurora"
"2230 South Eola Road IL 60503",41.714441,-88.253751,1,rooftop,2230,"S Eola Rd",,,Aurora,IL,"Will County",60503,US,"City of Aurora"
"2595 Ogden Ave IL 60504",41.737513,-88.251793,1,rooftop,2595,"Ogden Ave",,,Aurora,IL,"DuPage County",60504,US,"City of Aurora"
"4440 Fox Valley Center Road IL 60504",41.760825,-88.209841,1,range_interpolation,4440,"Fox Valley Center Rd",,,Aurora,IL,"DuPage County",60504,US,"TIGER/Line® dataset from the US Census Bureau"
"188 Fox Valley Ctr IL 60504",41.759739,-88.2148,0.79,nearest_rooftop_match,195,"Fox Valley Ctr",,,Aurora,IL,"DuPage County",60504,US,Dupage
"1185 N Farnsworth Ave IL 60505",41.781747,-88.281137,1,rooftop,1185,"N Farnsworth Ave",,,Aurora,IL,"Kane County",60505,US,"City of Aurora"
"711 E New York St IL 60505",41.753854,-88.300886,1,rooftop,711,"E New York St",,,Aurora,IL,"Kane County",60505,US,"City of Aurora"
"2011 W Galena Blvd IL 60506",41.766937,-88.366166,1,rooftop,2011,"W Galena Blvd",,,Aurora,IL,"Kane County",60506,US,"City of Aurora"
"350 W Galena Blvd IL 60506",41.760307,-88.321826,1,rooftop,350,"W Galena Blvd",,,Aurora,IL,"Kane County",60506,US,"City of Aurora"
"1023 N Lake St IL 60506",41.778617,-88.315164,1,rooftop,1023,"N Lake St",,,Aurora,IL,"Kane County",60506,US,"City of Aurora"
"1505 Butterfield Rd IL 60563",41.820531,-88.210245,0.6,street_center,,"Butterfield Rd",,,Naperville,IL,"DuPage County",60563,US,"TIGER/Line® dataset from the US Census Bureau"
"425 N Eola Rd IL 60502",41.760966,-88.242355,1,rooftop,425,"N Eola Rd",,,Aurora,IL,"DuPage County",60502,US,"City of Aurora"
"2600 Beverly Dr IL 60502",41.807534,-88.274783,0.84,nearest_rooftop_match,2570,"Beverly Dr",,,Aurora,IL,"Kane County",60502,US,"City of Aurora"
"2230 South Eola Road IL 60503",41.714441,-88.253751,1,rooftop,2230,"S Eola Rd",,,Aurora,IL,"Will County",60503,US,"City of Aurora"
"2595 Ogden Ave IL 60504",41.737513,-88.251793,1,rooftop,2595,"Ogden Ave",,,Aurora,IL,"DuPage County",60504,US,"City of Aurora"
"4440 Fox Valley Center Road IL 60504",41.760825,-88.209841,1,range_interpolation,4440,"Fox Valley Center Rd",,,Aurora,IL,"DuPage County",60504,US,"TIGER/Line® dataset from the US Census Bureau"
"188 Fox Valley Ctr IL 60504",41.759739,-88.2148,0.79,nearest_rooftop_match,195,"Fox Valley Ctr",,,Aurora,IL,"DuPage County",60504,US,Dupage
"1185 N Farnsworth Ave IL 60505",41.781747,-88.281137,1,rooftop,1185,"N Farnsworth Ave",,,Aurora,IL,"Kane County",60505,US,"City of Aurora"
"711 E New York St IL 60505",41.753854,-88.300886,1,rooftop,711,"E New York St",,,Aurora,IL,"Kane County",60505,US,"City of Aurora"
"2011 W Galena Blvd IL 60506",41.766937,-88.366166,1,rooftop,2011,"W Galena Blvd",,,Aurora,IL,"Kane County",60506,US,"City of Aurora"
"350 W Galena Blvd IL 60506",41.760307,-88.321826,1,rooftop,350,"W Galena Blvd",,,Aurora,IL,"Kane County",60506,US,"City of Aurora"
"1023 N Lake St IL 60506",41.778617,-88.315164,1,rooftop,1023,"N Lake St",,,Aurora,IL,"Kane County",60506,US,"City of Aurora"
"1505 Butterfield Rd IL 60563",41.820531,-88.210245,0.6,street_center,,"Butterfield Rd",,,Naperville,IL,"DuPage County",60563,US,"TIGER/Line® dataset from the US Census Bureau"
"1 Plaza Dr IL 62618",40.002837,-90.441582,1,range_interpolation,1,"Plaza Dr",,,Beardstown,IL,"Cass County",62618,US,"TIGER/Line® dataset from the US Census Bureau"
"80 Plaza Dr IL 62618",40.003077,-90.440763,1,range_interpolation,80,"Plaza Dr",,,Beardstown,IL,"Cass County",62618,US,"TIGER/Line® dataset from the US Census Bureau"
"1 Plaza Dr IL 62618",40.002837,-90.441582,1,range_interpolation,1,"Plaza Dr",,,Beardstown,IL,"Cass County",62618,US,"TIGER/Line® dataset from the US Census Bureau"
"80 Plaza Dr IL 62618",40.003077,-90.440763,1,range_interpolation,80,"Plaza Dr",,,Beardstown,IL,"Cass County",62618,US,"TIGER/Line® dataset from the US Census Bureau"
"125 S Belt E IL 62220",38.502787,-89.982055,1,rooftop,125,"S Belt E",,,Belleville,IL,"St. Clair County",62220,US,"St Clair"
"906 Carlyle Ave IL 62221",38.517427,-89.949021,1,rooftop,906,"Carlyle Ave",,,Belleville,IL,"St. Clair County",62221,US,"St Clair"
"1141 North Green Mount Road IL 62221",38.569264,-89.929593,0.9,rooftop,1141,"N Greenmount Rd",,,Belleville,IL,"St. Clair County",62221,US,"St Clair"
"7301 Westfield Plaza Dr IL 62223",38.544687,-90.051757,1,rooftop,7301,"Westfield Plaza Dr",,,Belleville,IL,"St. Clair County",62223,US,"St Clair"
"2605 N Illinois St IL 62226",38.541999,-89.984314,1,rooftop,2605,"N Illinois St",,,Swansea,IL,"St. Clair County",62226,US,"St Clair"
"4422 W Main St IL 62226",38.539956,-90.023221,1,rooftop,4422,"W Main St",,,Belleville,IL,"St. Clair County",62226,US,"St Clair"
"159 Fullerton Rd IL 62226",38.54165,-89.993325,1,range_interpolation,159,"Fullerton Rd",,,Swansea,IL,"St. Clair County",62226,US,"TIGER/Line® dataset from the US Census Bureau"
"125 S Belt E IL 62220",38.502787,-89.982055,1,rooftop,125,"S Belt E",,,Belleville,IL,"St. Clair County",62220,US,"St Clair"
"906 Carlyle Ave IL 62221",38.517427,-89.949021,1,rooftop,906,"Carlyle Ave",,,Belleville,IL,"St. Clair County",62221,US,"St Clair"
"1141 North Green Mount Road IL 62221",38.569264,-89.929593,0.9,rooftop,1141,"N Greenmount Rd",,,Belleville,IL,"St. Clair County",62221,US,"St Clair"
"7301 Westfield Plaza Dr IL 62223",38.544687,-90.051757,1,rooftop,7301,"Westfield Plaza Dr",,,Belleville,IL,"St. Clair County",62223,US,"St Clair"
"2605 N Illinois St IL 62226",38.541999,-89.984314,1,rooftop,2605,"N Illinois St",,,Swansea,IL,"St. Clair County",62226,US,"St Clair"
"4422 W Main St IL 62226",38.539956,-90.023221,1,rooftop,4422,"W Main St",,,Belleville,IL,"St. Clair County",62226,US,"St Clair"
"159 Fullerton Rd IL 62226",38.54165,-89.993325,1,range_interpolation,159,"Fullerton Rd",,,Swansea,IL,"St. Clair County",62226,US,"TIGER/Line® dataset from the US Census Bureau"
"5111 Pearl Street Road IL 61008",42.233875,-88.841599,1,range_interpolation,5111,"Pearl Street Rd",,,Belvidere,IL,"Boone County",61008,US,"TIGER/Line® dataset from the US Census Bureau"
"2500 Pearl St IL 61008",42.234341,-88.834844,1,rooftop,2500,"Pearl St",,,Belvidere,IL,"Boone County",61008,US,Boone
"240 W Chrysler Dr IL 61008",42.239683,-88.840536,0.8,rooftop,240,"Chrysler Dr",,,Belvidere,IL,"Boone County",61008,US,Boone
"1313 N State St IL 61008",42.269118,-88.853423,1,rooftop,1313,"N State St",,,Belvidere,IL,"Boone County",61008,US,Boone
"5111 Pearl Street Road IL 61008",42.233875,-88.841599,1,range_interpolation,5111,"Pearl Street Rd",,,Belvidere,IL,"Boone County",61008,US,"TIGER/Line® dataset from the US Census Bureau"
"2500 Pearl St IL 61008",42.234341,-88.834844,1,rooftop,2500,"Pearl St",,,Belvidere,IL,"Boone County",61008,US,Boone
"240 W Chrysler Dr IL 61008",42.239683,-88.840536,0.8,rooftop,240,"Chrysler Dr",,,Belvidere,IL,"Boone County",61008,US,Boone
"1313 N State St IL 61008",42.269118,-88.853423,1,rooftop,1313,"N State St",,,Belvidere,IL,"Boone County",61008,US,Boone
"630 Il Route 83 IL 60106",41.973198,-87.958362,0.76,nearest_rooftop_match,611,"IL Route 83",,,Bensenville,IL,"DuPage County",60106,US,Dupage
"550 Il Route 83 IL 60106",41.973198,-87.958362,0.68,nearest_rooftop_match,611,"IL Route 83",,,Bensenville,IL,"DuPage County",60106,US,Dupage
"55 N York Rd IL 60106",41.957678,-87.939126,1,rooftop,55,"N York Rd",,,Bensenville,IL,"DuPage County",60106,US,Dupage
"630 Il Route 83 IL 60106",41.973198,-87.958362,0.76,nearest_rooftop_match,611,"IL Route 83",,,Bensenville,IL,"DuPage County",60106,US,Dupage
"550 Il Route 83 IL 60106",41.973198,-87.958362,0.68,nearest_rooftop_match,611,"IL Route 83",,,Bensenville,IL,"DuPage County",60106,US,Dupage
"55 N York Rd IL 60106",41.957678,-87.939126,1,rooftop,55,"N York Rd",,,Bensenville,IL,"DuPage County",60106,US,Dupage
"6900 Ogden Ave IL 60402",41.825905,-87.795389,1,rooftop,6900,"Ogden Ave",,,Berwyn,IL,"Cook County",60402,US,Cook
"7181 Cermak Rd IL 60402",41.850086,-87.803217,1,rooftop,7181,"Cermak Rd",,,Berwyn,IL,"Cook County",60402,US,Cook
"7031 Ogden Avenue IL 60402",41.825407,-87.799126,1,rooftop,7031,"Ogden Ave",,,Berwyn,IL,"Cook County",60402,US,Cook
"7135 Roosevelt Rd IL 60402",41.864833,-87.803151,1,range_interpolation,7135,"Roosevelt Rd",,,Berwyn,IL,"Cook County",60402,US,"TIGER/Line® dataset from the US Census Bureau"
"6401 Cermak Rd IL 60402",41.850402,-87.784026,1,rooftop,6401,"Cermak Rd",,,Berwyn,IL,"Cook County",60402,US,Cook
"6900 Ogden Ave IL 60402",41.825905,-87.795389,1,rooftop,6900,"Ogden Ave",,,Berwyn,IL,"Cook County",60402,US,Cook
"7181 Cermak Rd IL 60402",41.850086,-87.803217,1,rooftop,7181,"Cermak Rd",,,Berwyn,IL,"Cook County",60402,US,Cook
"7031 Ogden Avenue IL 60402",41.825407,-87.799126,1,rooftop,7031,"Ogden Ave",,,Berwyn,IL,"Cook County",60402,US,Cook
"7135 Roosevelt Rd IL 60402",41.864833,-87.803151,1,range_interpolation,7135,"Roosevelt Rd",,,Berwyn,IL,"Cook County",60402,US,"TIGER/Line® dataset from the US Census Bureau"
"6401 Cermak Rd IL 60402",41.850402,-87.784026,1,rooftop,6401,"Cermak Rd",,,Berwyn,IL,"Cook County",60402,US,Cook
"72 Stratford Dr IL 60108",41.951331,-88.116797,1,range_interpolation,72,"Stratford Dr",,,Bloomingdale,IL,"DuPage County",60108,US,"TIGER/Line® dataset from the US Census Bureau"
"101 E Lake St IL 60108",41.958244,-88.080579,1,rooftop,101,"E Lake St",,,Bloomingdale,IL,"DuPage County",60108,US,Dupage
"72 Stratford Dr IL 60108",41.951331,-88.116797,1,range_interpolation,72,"Stratford Dr",,,Bloomingdale,IL,"DuPage County",60108,US,"TIGER/Line® dataset from the US Census Bureau"
"101 E Lake St IL 60108",41.958244,-88.080579,1,rooftop,101,"E Lake St",,,Bloomingdale,IL,"DuPage County",60108,US,Dupage
"525 Brock Dr IL 61701",40.483394,-89.023258,1,rooftop,525,"Brock Dr",,,Bloomington,IL,"McLean County",61701,US,Mclean
"2507 E Oakland Ave IL 61701",40.471998,-88.953294,1,rooftop,2507,"E Oakland Ave",,,Bloomington,IL,"McLean County",61701,US,Mclean
"1610 E Empire St IL 61701",40.4889,-88.956092,1,rooftop,1610,"E Empire St",,,Bloomington,IL,"McLean County",61701,US,Mclean
"1607 Commerce Pkwy IL 61704",40.45737,-88.975716,1,rooftop,1607,"Commerce Pkwy",,,Bloomington,IL,"McLean County",61704,US,Mclean
"2410 S Main St IL 61704",40.44943,-88.991477,1,rooftop,2410,"S Main St",,,Bloomington,IL,"McLean County",61704,US,Mclean
"525 Brock Dr IL 61701",40.483394,-89.023258,1,rooftop,525,"Brock Dr",,,Bloomington,IL,"McLean County",61701,US,Mclean
"2507 E Oakland Ave IL 61701",40.471998,-88.953294,1,rooftop,2507,"E Oakland Ave",,,Bloomington,IL,"McLean County",61701,US,Mclean
"1610 E Empire St IL 61701",40.4889,-88.956092,1,rooftop,1610,"E Empire St",,,Bloomington,IL,"McLean County",61701,US,Mclean
"1607 Commerce Pkwy IL 61704",40.45737,-88.975716,1,rooftop,1607,"Commerce Pkwy",,,Bloomington,IL,"McLean County",61704,US,Mclean
"2410 S Main St IL 61704",40.44943,-88.991477,1,rooftop,2410,"S Main St",,,Bloomington,IL,"McLean County",61704,US,Mclean
"840 East Boughton Road IL 60440",41.72662,-88.032205,1,rooftop,840,"E Boughton Rd",,,Bolingbrook,IL,"Will County",60440,US,Will
