location,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"2592 North Illinois 83 IL 60073",42.359774,-88.033425,0.9,range_interpolation,2592,"N State Rte 83",,,Grayslake,IL,"Lake County",60030,US,"TIGER/Line® dataset from the US Census Bureau"
"706 E Rollins Rd IL 60073",42.379586,-88.067136,1,rooftop,706,"E Rollins Rd",,,"Round Lake Beach",IL,"Lake County",60073,US,Lake
"369 East Rollins Road IL 60073",42.378542,-88.07354,1,rooftop,369,"E Rollins Rd",,,"Round Lake Beach",IL,"Lake County",60073,US,Lake
"2592 North Illinois 83 IL 60073",42.359774,-88.033425,0.9,range_interpolation,2592,"N State Rte 83",,,Grayslake,IL,"Lake County",60030,US,"TIGER/Line® dataset from the US Census Bureau"
"706 E Rollins Rd IL 60073",42.379586,-88.067136,1,rooftop,706,"E Rollins Rd",,,"Round Lake Beach",IL,"Lake County",60073,US,Lake
"1440 North Meacham Road IL 60173",42.05568,-88.045254,1,range_interpolation,1440,"N Meacham Rd",,,Schaumburg,IL,"Cook County",60173,US,"TIGER/Line® dataset from the US Census Bureau"
"1440 North Meacham Road IL 60173",42.05568,-88.045254,1,range_interpolation,1440,"N Meacham Rd",,,Schaumburg,IL,"Cook County",60173,US,"TIGER/Line® dataset from the US Census Bureau"
"3 Woodfield Mall IL 60173",42.049961,-88.038369,1,rooftop,3,"Woodfield Mall",,,Schaumburg,IL,"Cook County",60173,US,Cook
"2716 Sutton Lane IL 60194",42.072823,-88.190605,0.65,rooftop,2716,"N Sutton Rd",,,"Hoffman Estates",IL,"Cook County",60192,US,Cook
"2716 Sutton Lane IL 60194",42.072823,-88.190605,0.65,rooftop,2716,"N Sutton Rd",,,"Hoffman Estates",IL,"Cook County",60192,US,Cook
"2716 Sutton Lane IL 60194",42.072823,-88.190605,0.65,rooftop,2716,"N Sutton Rd",,,"Hoffman Estates",IL,"Cook County",60192,US,Cook
"893 E Schaumburg Rd IL 60194",42.027801,-88.059383,1,rooftop,893,"E Schaumburg Rd",,,Schaumburg,IL,"Cook County",60194,US,"City of Schaumburg"
"2716 Sutton Lane IL 60194",42.072823,-88.190605,0.65,rooftop,2716,"N Sutton Rd",,,"Hoffman Estates",IL,"Cook County",60192,US,Cook
"2263 W Schaumburg Rd IL 60194",42.024819,-88.1367,1,rooftop,2263,"W Schaumburg Rd",,,Schaumburg,IL,"Cook County",60194,US,"City of Schaumburg"
"477 W Golf Rd IL 60195",42.048403,-88.091044,1,rooftop,477,"W Golf Rd",,,Schaumburg,IL,"Cook County",60195,US,"City of Schaumburg"
"1440 North Meacham Road IL 60173",42.05568,-88.045254,1,range_interpolation,1440,"N Meacham Rd",,,Schaumburg,IL,"Cook County",60173,US,"TIGER/Line® dataset from the US Census Bureau"
"1440 North Meacham Road IL 60173",42.05568,-88.045254,1,range_interpolation,1440,"N Meacham Rd",,,Schaumburg,IL,"Cook County",60173,US,"TIGER/Line® dataset from the US Census Bureau"
"3 Woodfield Mall IL 60173",42.049961,-88.038369,1,rooftop,3,"Woodfield Mall",,,Schaumburg,IL,"Cook County",60173,US,Cook
"2716 Sutton Lane IL 60194",42.072823,-88.190605,0.65,rooftop,2716,"N Sutton Rd",,,"Hoffman Estates",IL,"Cook County",60192,US,Cook
"2716 Sutton Lane IL 60194",42.072823,-88.190605,0.65,rooftop,2716,"N Sutton Rd",,,"Hoffman Estates",IL,"Cook County",60192,US,Cook
"2716 Sutton Lane IL 60194",42.072823,-88.190605,0.65,rooftop,2716,"N Sutton Rd",,,"Hoffman Estates",IL,"Cook County",60192,US,Cook
"893 E Schaumburg Rd IL 60194",42.027801,-88.059383,1,rooftop,893,"E Schaumburg Rd",,,Schaumburg,IL,"Cook County",60194,US,"City of Schaumburg"
"2716 Sutton Lane IL 60194",42.072823,-88.190605,0.65,rooftop,2716,"N Sutton Rd",,,"Hoffman Estates",IL,"Cook County",60192,US,Cook
"2263 W Schaumburg Rd IL 60194",42.024819,-88.1367,1,rooftop,2263,"W Schaumburg Rd",,,Schaumburg,IL,"Cook County",60194,US,"City of Schaumburg"
"477 W Golf Rd IL 60195",42.048403,-88.091044,1,rooftop,477,"W Golf Rd",,,Schaumburg,IL,"Cook County",60195,US,"City of Schaumburg"
"4740 River Rd IL 60176",41.965736,-87.86171,1,range_interpolation,4740,"River Rd",,,"Schiller Park",IL,"Cook County",60176,US,"TIGER/Line® dataset from the US Census Bureau"
"4121 Mannheim Road IL 60176",41.95302,-87.885526,1,range_interpolation,4121,"Mannheim Rd",,,"Schiller Park",IL,"Cook County",60176,US,"TIGER/Line® dataset from the US Census Bureau"
"9280 Irving Park Rd IL 60176",41.95422,-87.859394,1,rooftop,9280,"Irving Park Rd",,,"Schiller Park",IL,"Cook County",60176,US,Cook
"4740 River Rd IL 60176",41.965736,-87.86171,1,range_interpolation,4740,"River Rd",,,"Schiller Park",IL,"Cook County",60176,US,"TIGER/Line® dataset from the US Census Bureau"
"4121 Mannheim Road IL 60176",41.95302,-87.885526,1,range_interpolation,4121,"Mannheim Rd",,,"Schiller Park",IL,"Cook County",60176,US,"TIGER/Line® dataset from the US Census Bureau"
"9280 Irving Park Rd IL 60176",41.95422,-87.859394,1,rooftop,9280,"Irving Park Rd",,,"Schiller Park",IL,"Cook County",60176,US,Cook
"1401 Illinois 59 IL 60431",41.529011,-88.198799,0.6,street_center,,"State Rte 59",,,Joliet,IL,"Will County",60431,US,"TIGER/Line® dataset from the US Census Bureau"
"955 Brook Forest Ave IL 60431",41.53869,-88.199472,1,range_interpolation,955,"Brook Forest Ave",,,Joliet,IL,"Will County",60431,US,"TIGER/Line® dataset from the US Census Bureau"
"1401 Illinois 59 IL 60431",41.529011,-88.198799,0.6,street_center,,"State Rte 59",,,Joliet,IL,"Will County",60431,US,"TIGER/Line® dataset from the US Census Bureau"
"955 Brook Forest Ave IL 60431",41.53869,-88.199472,1,range_interpolation,955,"Brook Forest Ave",,,Joliet,IL,"Will County",60431,US,"TIGER/Line® dataset from the US Census Bureau"
"3900 Dempster St IL 60076",42.041046,-87.725611,1,rooftop,3900,"Dempster St",,,Skokie,IL,"Cook County",60076,US,Cook
"4445 Golf Road IL 60076",42.0551,-87.7375,1,range_interpolation,4445,"Golf Rd",,,Skokie,IL,"Cook County",60076,US,"TIGER/Line® dataset from the US Census Bureau"
"8408 Skokie Boulevard IL 60077",42.034488,-87.747418,1,range_interpolation,8408,"Skokie Blvd",,,Skokie,IL,"Cook County",60077,US,"TIGER/Line® dataset from the US Census Bureau"
"5005 West Dempster Street IL 60077",42.040649,-87.751932,1,range_interpolation,5005,"Dempster St",,,Skokie,IL,"Cook County",60077,US,"TIGER/Line® dataset from the US Census Bureau"
"8800 Gross Point Road IL 60077",42.041329,-87.756763,1,rooftop,8800,"Gross Point Rd",,,Skokie,IL,"Cook County",60077,US,Cook
"5150 Touhy Ave IL 60077",42.012241,-87.757456,1,rooftop,5150,"Touhy Ave",,,Skokie,IL,"Cook County",60077,US,Cook
"3900 Dempster St IL 60076",42.041046,-87.725611,1,rooftop,3900,"Dempster St",,,Skokie,IL,"Cook County",60076,US,Cook
"4445 Golf Road IL 60076",42.0551,-87.7375,1,range_interpolation,4445,"Golf Rd",,,Skokie,IL,"Cook County",60076,US,"TIGER/Line® dataset from the US Census Bureau"
"8408 Skokie Boulevard IL 60077",42.034488,-87.747418,1,range_interpolation,8408,"Skokie Blvd",,,Skokie,IL,"Cook County",60077,US,"TIGER/Line® dataset from the US Census Bureau"
"5005 West Dempster Street IL 60077",42.040649,-87.751932,1,range_interpolation,5005,"Dempster St",,,Skokie,IL,"Cook County",60077,US,"TIGER/Line® dataset from the US Census Bureau"
"8800 Gross Point Road IL 60077",42.041329,-87.756763,1,rooftop,8800,"Gross Point Rd",,,Skokie,IL,"Cook County",60077,US,Cook
"5150 Touhy Ave IL 60077",42.012241,-87.757456,1,rooftop,5150,"Touhy Ave",,,Skokie,IL,"Cook County",60077,US,Cook
"102 Chatham Road IL 62704",39.801365,-89.686919,1,range_interpolation,102,"Chatham Rd",,,Springfield,IL,"Sangamon County",62704,US,"TIGER/Line® dataset from the US Census Bureau"
"800 East Carpenter Street IL 62769",39.807123,-89.644934,0.9,range_interpolation,800,"E Carpenter St",,,Springfield,IL,"Sangamon County",62702,US,"TIGER/Line® dataset from the US Census Bureau"
"102 Chatham Road IL 62704",39.801365,-89.686919,1,range_interpolation,102,"Chatham Rd",,,Springfield,IL,"Sangamon County",62704,US,"TIGER/Line® dataset from the US Census Bureau"
"800 East Carpenter Street IL 62769",39.807123,-89.644934,0.9,range_interpolation,800,"E Carpenter St",,,Springfield,IL,"Sangamon County",62702,US,"TIGER/Line® dataset from the US Census Bureau"
"6034 S Archer Rd IL 60501",41.781569,-87.812583,1,range_interpolation,6034,"S Archer Rd",,,"Summit Argo",IL,"Cook County",60501,US,"TIGER/Line® dataset from the US Census Bureau"
"6144 S Harlem Ave IL 60501",41.779684,-87.801321,1,rooftop,6144,"S Harlem Ave",,,"Summit Argo",IL,"Cook County",60501,US,Cook
"6144 S Harlem Ave IL 60501",41.779684,-87.801321,1,rooftop,6144,"S Harlem Ave",,,"Summit Argo",IL,"Cook County",60501,US,Cook
"6034 S Archer Rd IL 60501",41.781569,-87.812583,1,range_interpolation,6034,"S Archer Rd",,,"Summit Argo",IL,"Cook County",60501,US,"TIGER/Line® dataset from the US Census Bureau"
"6144 S Harlem Ave IL 60501",41.779684,-87.801321,1,rooftop,6144,"S Harlem Ave",,,"Summit Argo",IL,"Cook County",60501,US,Cook
"6144 S Harlem Ave IL 60501",41.779684,-87.801321,1,rooftop,6144,"S Harlem Ave",,,"Summit Argo",IL,"Cook County",60501,US,Cook
"7935 171st Street IL 60477",41.579279,-87.812142,1,rooftop,7935,"171st St",,,"Tinley Park",IL,"Cook County",60477,US,Cook
"9510 179th St IL 60477",41.565738,-87.849859,1,rooftop,9510,"179th St",,,"Tinley Park",IL,"Cook County",60477,US,Cook
"7935 171st Street IL 60477",41.579279,-87.812142,1,rooftop,7935,"171st St",,,"Tinley Park",IL,"Cook County",60477,US,Cook
"9510 179th St IL 60477",41.565738,-87.849859,1,rooftop,9510,"179th St",,,"Tinley Park",IL,"Cook County",60477,US,Cook
"298 West North Avenue IL 60181",41.906833,-87.985741,0.84,nearest_rooftop_match,270,"W North Ave",,,"Villa Park",IL,"DuPage County",60181,US,Dupage
"1 E Saint Charles Rd IL 60181",41.889424,-87.978739,1,rooftop,1,"E St Charles Rd",,,"Villa Park",IL,"DuPage County",60181,US,Dupage
"411 West North Avenue IL 60181",41.904822,-87.968383,0.68,nearest_rooftop_match,401,"E North Ave",,,"Villa Park",IL,"DuPage County",60181,US,Dupage
"415 W Saint Charles Rd IL 60181",41.889616,-87.987912,1,range_interpolation,415,"W St Charles Rd",,,"Villa Park",IL,"DuPage County",60181,US,"TIGER/Line® dataset from the US Census Bureau"
"298 West North Avenue IL 60181",41.906833,-87.985741,0.84,nearest_rooftop_match,270,"W North Ave",,,"Villa Park",IL,"DuPage County",60181,US,Dupage
"1 E Saint Charles Rd IL 60181",41.889424,-87.978739,1,rooftop,1,"E St Charles Rd",,,"Villa Park",IL,"DuPage County",60181,US,Dupage
"411 West North Avenue IL 60181",41.904822,-87.968383,0.68,nearest_rooftop_match,401,"E North Ave",,,"Villa Park",IL,"DuPage County",60181,US,Dupage
"415 W Saint Charles Rd IL 60181",41.889616,-87.987912,1,range_interpolation,415,"W St Charles Rd",,,"Villa Park",IL,"DuPage County",60181,US,"TIGER/Line® dataset from the US Census Bureau"
"1800 North Lewis Avenue IL 60085",42.384531,-87.855916,1,rooftop,1800,"N Lewis Ave",,,Waukegan,IL,"Lake County",60085,US,Lake
"1750 N Sheridan Rd IL 60085",42.384153,-87.832665,1,rooftop,1750,"N Sheridan Rd",,,Waukegan,IL,"Lake County",60085,US,Lake
"21 South Green Bay Road IL 60085",42.359015,-87.873352,1,rooftop,21,"S Green Bay Rd",,,Waukegan,IL,"Lake County",60085,US,Lake
"1609 Grand Ave IL 60085",42.369965,-87.851868,1,rooftop,1609,"Grand Ave",,,Waukegan,IL,"Lake County",60085,US,Lake
"3925 Fountain Square Pl IL 60085",42.34201,-87.896789,1,rooftop,3925,"Fountain Square Pl",,,Waukegan,IL,"Lake County",60085,US,Lake
"2900 Belvidere Rd IL 60085",42.349758,-87.873239,1,rooftop,2900,"Belvidere Rd",,,Waukegan,IL,"Lake County",60085,US,Lake
"38947 N Green Bay Rd IL 60087",42.427997,-87.876093,1,rooftop,38947,"N Green Bay Rd",,,"Beach Park",IL,"Lake County",60087,US,Lake
"1800 North Lewis Avenue IL 60085",42.384531,-87.855916,1,rooftop,1800,"N Lewis Ave",,,Waukegan,IL,"Lake County",60085,US,Lake
"1750 N Sheridan Rd IL 60085",42.384153,-87.832665,1,rooftop,1750,"N Sheridan Rd",,,Waukegan,IL,"Lake County",60085,US,Lake
"21 South Green Bay Road IL 60085",42.359015,-87.873352,1,rooftop,21,"S Green Bay Rd",,,Waukegan,IL,"Lake County",60085,US,Lake
"1609 Grand Ave IL 60085",42.369965,-87.851868,1,rooftop,1609,"Grand Ave",,,Waukegan,IL,"Lake County",60085,US,Lake
"3925 Fountain Square Pl IL 60085",42.34201,-87.896789,1,rooftop,3925,"Fountain Square Pl",,,Waukegan,IL,"Lake County",60085,US,Lake
"2900 Belvidere Rd IL 60085",42.349758,-87.873239,1,rooftop,2900,"Belvidere Rd",,,Waukegan,IL,"Lake County",60085,US,Lake
"38947 N Green Bay Rd IL 60087",42.427997,-87.876093,1,rooftop,38947,"N Green Bay Rd",,,"Beach Park",IL,"Lake County",60087,US,Lake
"110 W Roosevelt Rd IL 60185",41.860633,-88.19007,1,range_interpolation,110,"W Roosevelt Rd",,,"West Chicago",IL,"DuPage County",60185,US,"TIGER/Line® dataset from the US Census Bureau"
"330 S Neltnor Blvd IL 60185",41.881227,-88.195005,1,rooftop,330,"S Neltnor Blvd",,,"West Chicago",IL,"DuPage County",60185,US,Dupage
"1491 W Roosevelt Rd IL 60185",41.874144,-88.229465,1,range_interpolation,1491,"W Roosevelt Rd",,,"West Chicago",IL,"DuPage County",60185,US,"TIGER/Line® dataset from the US Census Bureau"
"185 W North Ave IL 60185",41.912952,-88.195044,1,range_interpolation,185,"W North Ave",,,"West Chicago",IL,"DuPage County",60185,US,"TIGER/Line® dataset from the US Census Bureau"
"110 W Roosevelt Rd IL 60185",41.860633,-88.19007,1,range_interpolation,110,"W Roosevelt Rd",,,"West Chicago",IL,"DuPage County",60185,US,"TIGER/Line® dataset from the US Census Bureau"
"330 S Neltnor Blvd IL 60185",41.881227,-88.195005,1,rooftop,330,"S Neltnor Blvd",,,"West Chicago",IL,"DuPage County",60185,US,Dupage
"1491 W Roosevelt Rd IL 60185",41.874144,-88.229465,1,range_interpolation,1491,"W Roosevelt Rd",,,"West Chicago",IL,"DuPage County",60185,US,"TIGER/Line® dataset from the US Census Bureau"
"185 W North Ave IL 60185",41.912952,-88.195044,1,range_interpolation,185,"W North Ave",,,"West Chicago",IL,"DuPage County",60185,US,"TIGER/Line® dataset from the US Census Bureau"
"11204 31st Street IL 60154",41.833723,-87.900933,1,range_interpolation,11204,"31st St",,,Westchester,IL,"Cook County",60154,US,"TIGER/Line® dataset from the US Census Bureau"
"1005 South Mannheim Road IL 60154",41.865551,-87.882599,1,range_interpolation,1005,"S Mannheim Rd",,,Westchester,IL,"Cook County",60154,US,"TIGER/Line® dataset from the US Census Bureau"
"1901 S Mannheim Rd IL 60154",41.852299,-87.881866,1,range_interpolation,1901,"S Mannheim Rd",,,Westchester,IL,"Cook County",60154,US,"TIGER/Line® dataset from the US Census Bureau"
"11204 31st Street IL 60154",41.833723,-87.900933,1,range_interpolation,11204,"31st St",,,Westchester,IL,"Cook County",60154,US,"TIGER/Line® dataset from the US Census Bureau"
"1005 South Mannheim Road IL 60154",41.865551,-87.882599,1,range_interpolation,1005,"S Mannheim Rd",,,Westchester,IL,"Cook County",60154,US,"TIGER/Line® dataset from the US Census Bureau"
"1901 S Mannheim Rd IL 60154",41.852299,-87.881866,1,range_interpolation,1901,"S Mannheim Rd",,,Westchester,IL,"Cook County",60154,US,"TIGER/Line® dataset from the US Census Bureau"
"19 W 63rd St IL 60559",41.773231,-87.975697,1,rooftop,19,"W 63rd St",,,Westmont,IL,"DuPage County",60559,US,Dupage
"15 E Ogden Ave IL 60559",41.809606,-87.974476,1,rooftop,15,"E Ogden Ave",,,Westmont,IL,"DuPage County",60559,US,Dupage
"19 W 63rd St IL 60559",41.773231,-87.975697,1,rooftop,19,"W 63rd St",,,Westmont,IL,"DuPage County",60559,US,Dupage
"15 E Ogden Ave IL 60559",41.809606,-87.974476,1,rooftop,15,"E Ogden Ave",,,Westmont,IL,"DuPage County",60559,US,Dupage
"600 South County Farm Road IL 60187",41.858644,-88.142776,1,range_interpolation,600,"S County Farm Rd",,,Wheaton,IL,"DuPage County",60187,US,"TIGER/Line® dataset from the US Census Bureau"
"956 East Roosevelt Road IL 60187",41.858824,-88.093538,1,range_interpolation,956,"E Roosevelt Rd",,,Wheaton,IL,"DuPage County",60187,US,"TIGER/Line® dataset from the US Census Bureau"
"1815 N Main St IL 60187",41.883454,-88.106131,1,rooftop,1815,"N Main St",,,Wheaton,IL,"DuPage County",60187,US,Dupage
"15 Danada Sq E IL 60187",41.832617,-88.101692,0.9,range_interpolation,15,"Danada Sq E",,,Wheaton,IL,"DuPage County",60187,US,"TIGER/Line® dataset from the US Census Bureau"
"600 South County Farm Road IL 60187",41.858644,-88.142776,1,range_interpolation,600,"S County Farm Rd",,,Wheaton,IL,"DuPage County",60187,US,"TIGER/Line® dataset from the US Census Bureau"
"956 East Roosevelt Road IL 60187",41.858824,-88.093538,1,range_interpolation,956,"E Roosevelt Rd",,,Wheaton,IL,"DuPage County",60187,US,"TIGER/Line® dataset from the US Census Bureau"
"1815 N Main St IL 60187",41.883454,-88.106131,1,rooftop,1815,"N Main St",,,Wheaton,IL,"DuPage County",60187,US,Dupage
"15 Danada Sq E IL 60187",41.832617,-88.101692,0.9,range_interpolation,15,"Danada Sq E",,,Wheaton,IL,"DuPage County",60187,US,"TIGER/Line® dataset from the US Census Bureau"
"215 East Dundee Road IL 60090",42.139477,-87.910445,0.88,nearest_rooftop_match,227,"E Dundee Rd",,,Wheeling,IL,"Cook County",60090,US,Cook
"215 East Dundee Road IL 60090",42.139477,-87.910445,0.88,nearest_rooftop_match,227,"E Dundee Rd",,,Wheeling,IL,"Cook County",60090,US,Cook
"215 East Dundee Road IL 60090",42.139477,-87.910445,0.88,nearest_rooftop_match,227,"E Dundee Rd",,,Wheeling,IL,"Cook County",60090,US,Cook
"215 East Dundee Road IL 60090",42.139477,-87.910445,0.88,nearest_rooftop_match,227,"E Dundee Rd",,,Wheeling,IL,"Cook County",60090,US,Cook
"3207 Lake Avenue IL 60091",42.078978,-87.754893,1,rooftop,3207,"Lake Ave",,,Wilmette,IL,"Cook County",60091,US,Cook
"3207 Lake Ave IL 60091",42.078978,-87.754893,1,rooftop,3207,"Lake Ave",,,Wilmette,IL,"Cook County",60091,US,Cook
"3207 Lake Avenue IL 60091",42.078978,-87.754893,1,rooftop,3207,"Lake Ave",,,Wilmette,IL,"Cook County",60091,US,Cook
"3207 Lake Ave IL 60091",42.078978,-87.754893,1,rooftop,3207,"Lake Ave",,,Wilmette,IL,"Cook County",60091,US,Cook
"1920 87th Street IL 60517",41.727895,-88.026472,0.9,range_interpolation,1920,"87th St",,,Woodridge,IL,"DuPage County",60517,US,"TIGER/Line® dataset from the US Census Bureau"
"6820 Route 53 IL 60517",41.763477,-88.066553,1,range_interpolation,6820,"State Rte 53",,,Woodridge,IL,"DuPage County",60517,US,"TIGER/Line® dataset from the US Census Bureau"
"1920 87th Street IL 60517",41.727895,-88.026472,0.9,range_interpolation,1920,"87th St",,,Woodridge,IL,"DuPage County",60517,US,"TIGER/Line® dataset from the US Census Bureau"
"6820 Route 53 IL 60517",41.763477,-88.066553,1,range_interpolation,6820,"State Rte 53",,,Woodridge,IL,"DuPage County",60517,US,"TIGER/Line® dataset from the US Census Bureau"
"339 S Eastwood Dr IL 60098",42.311934,-88.433145,0.89,nearest_rooftop_match,335,"S Eastwood Dr",,,Woodstock,IL,"McHenry County",60098,US,Mchenry
"335 S Eastwood Dr IL 60098",42.311934,-88.433145,1,rooftop,335,"S Eastwood Dr",,,Woodstock,IL,"McHenry County",60098,US,Mchenry
"339 S Eastwood Dr IL 60098",42.311934,-88.433145,0.89,nearest_rooftop_match,335,"S Eastwood Dr",,,Woodstock,IL,"McHenry County",60098,US,Mchenry
"335 S Eastwood Dr IL 60098",42.311934,-88.433145,1,rooftop,335,"S Eastwood Dr",,,Woodstock,IL,"McHenry County",60098,US,Mchenry
"11501 S Harlem Ave IL 60482",41.682778,-87.797175,1,range_interpolation,11501,"S Harlem Ave",,,Worth,IL,"Cook County",60482,US,"TIGER/Line® dataset from the US Census Bureau"
"10662 S Harlem Ave IL 60482",41.697618,-87.797904,1,range_interpolation,10662,"S Harlem Ave",,,Worth,IL,"Cook County",60482,US,"TIGER/Line® dataset from the US Census Bureau"
"6707 W 111th St IL 60482",41.690083,-87.786212,1,range_interpolation,6707,"W 111th St",,,Worth,IL,"Cook County",60482,US,"TIGER/Line® dataset from the US Census Bureau"
"11501 S Harlem Ave IL 60482",41.682778,-87.797175,1,range_interpolation,11501,"S Harlem Ave",,,Worth,IL,"Cook County",60482,US,"TIGER/Line® dataset from the US Census Bureau"
"10662 S Harlem Ave IL 60482",41.697618,-87.797904,1,range_interpolation,10662,"S Harlem Ave",,,Worth,IL,"Cook County",60482,US,"TIGER/Line® dataset from the US Census Bureau"
"6707 W 111th St IL 60482",41.690083,-87.786212,1,range_interpolation,6707,"W 111th St",,,Worth,IL,"Cook County",60482,US,"TIGER/Line® dataset from the US Census Bureau"
